Kód obce;poradie na hlasovacom lístku;meno;priezvisko;titul;vek;povolanie;strany;počet hlasov
529362;3;Michal;Vlček;Ing.;42;starosta;001;1356
529371;1;Dárius;Krajčír;;35;starosta;143;4287
529371;2;Ján;Žatko;Ing.;64;hlavný štátny radca;135,111,152,104,139;1076
529389;1;Marek;Dinuš;Mgr.;44;manažér;001;2005
529389;2;Martin;Zaťovič;RNDr.;50;starosta;143;8572
529397;1;Ľubica;Cintulová;Ing.;60;podnikateľka;107;357
529397;2;Dana;Čahojová;MUDr.;60;starostka;141;9434
529397;3;Ján;Krošlák;;48;poslanec národnej rady;135,152,145;427
529397;4;Branislav;Rusnák;;47;manažér;116;822
529401;1;Jana;Jakubkovič;JUDr.;37;právnička, manažérka;001;364
529401;2;Rastislav;Kunst;Mgr.;50;riaditeľ školy;135,152,104,145;35
529401;3;Štefan;Lőrinc;Ing., PhD.;56;obchodný zástupca;001;132
529401;4;Anton;Martvoň;Mgr., PhD.;42;komunálny právnik;106;54
529401;5;Igor;Prieložný;Bc.;39;remeselník, filmár;147,124,128;252
529419;1;Lukáš;Baňacký;Ing.;43;starosta;143;886
529419;2;Radoslav;Olekšák;Mgr., Ing.;44;politológ, ekonóm;106,136,132;523
529419;3;Igor;Polakovič;;46;poslanec mestského zastupiteľstva, aktivista, fundraiser;147,124,128;1161
529419;4;Mária;Šimončičová;Mgr.;48;kultúrna referentka;001;381
529427;1;Jozef;Krúpa;Ing.;59;starosta;143;2117
529427;2;Róbert;Martauz;Ing.;40;podnikateľ;116;377
529435;1;Gabriela;Ferenčáková;;68;starostka;143;519
529435;2;Michaela;Forróová;;40;manažérka predajne;001;62
529435;3;Richard;Puchala;Ing.;38;podnikateľ;001;149
529443;1;Jozef;Uhler;JUDr. Mgr.;46;starosta;001;1009
529460;1;Ján;Hrčka;Ing.;42;starosta;001;23120
529460;2;Martin;Kližan;;33;nezamestnaný;001;2657
529460;3;Elena;Pätoprstá;Ing. arch., Mgr. art.;62;dizajnérka, protikorupčná aktivistka;153;4172
529494;1;Radovan;Jenčík;;44;poslanec mestského zastupiteľstva;001;1101
529494;2;Lucia;Tuleková Henčelová;PhDr., PhD.;42;starostka;147,124;735
542652;1;Róbert;Gašparík;Ing.;52;podnikateľ;106,136;1769
542652;2;Dávid;Holý;Mgr.;35;notársky koncipient;001;1275
542652;3;Miroslava;Hudecová;Mgr.;43;účtovníčka;001;429
542652;4;Marián;Chovanec;;52;opatrovateľ;001;1458
542652;5;Ján;Kšiňan;Ing., PhD.;47;koordinátor výroby;119,128,152,111;174
542652;6;Viliam;Makový;;32;manažér firmy;001;328
542652;7;Martin;Mikuš;;47;vodič;132;146
542661;1;Jakub;Balajka;;25;živnostník;001;19
542661;2;Eva;Doležajová;;63;administratívna pracovníčka;136;29
542661;3;Imrich;Kopec;;52;pracovník údržby strojov a zariadení;001;43
542661;4;Ivan;Vaverka;Ing.;59;technológ;111;72
542695;1;Stanislav;Knížat;Ing.;73;starosta;132;96
542695;2;Anna;Knížatová;Bc.;32;živnostníčka;001;73
542709;1;Michal;Beláň;;29;živnostník;106;22
542709;2;Pavol;Cabaj;;65;starosta obce;132;66
542709;3;Martin;Gulik;;34;SZČO;001;32
542709;4;Alena;Guliková;;59;skladníčka;125;4
542709;5;Jozef;Chochula;;57;vodič;136;86
542717;1;Jozef;Stankovský;Mgr., PhD.;41;starosta;001;569
542733;1;Dávid;Bujna;Mgr.;34;podnikateľ;001;67
542733;2;Pavol;Hodál;;37;živnostník;001;111
542733;3;Peter;Michlík;Bc., Ing.;53;štátny zamestnanec;120;188
542733;4;Branislav;Pajda;Mgr.;42;starosta obce;001;1282
542741;1;Iveta;Rosová;;54;starostka obce;001;144
542776;1;Milan;Margolien;;59;robotník;106;27
542776;2;Peter;Vanek;;42;starosta obce;132;45
542792;1;Radovan;Bobula;;41;starosta;001;111
542806;1;Štefan;Adamka;;45;príslušník policajného zboru;001;36
542806;2;Veronika;Malová;Ing.;34;živnostníčka;001;43
542822;1;Peter;Kobida;;44;konateľ firmy;001;58
542822;2;Beata;Niková;;51;ekonómka;001;382
542822;3;Andrej;Znášik;;46;podnikateľ;106,136;112
542849;1;Iveta;Bernoláková;;45;vedúca pošty;136;17
542849;2;Ľubomíra;Kasalová;;48;starostka obce;001;79
542849;3;Radoslav;Kozinka;;48;vodič;001;150
542849;4;Tomáš;Rehák;;42;SZČO;001;89
542857;1;Jozef;Petrek;;59;obchodno-technický zástupca;136;64
542873;1;Mária;Escherová;;31;nezamestnaná;001;17
542873;2;Lucia;Gallová;Mgr.;38;živnostníčka;001;22
542873;3;Ľuboslav;Malík;;53;skladník;132;33
542873;4;Janka;Polušinová;Ing.;59;ekonómka;111,128;99
542873;5;Ivana;Vrábelová;;41;administratívna pracovníčka;106,136;90
542881;1;Ľuboš;Koma;;40;starosta obce;136;179
542890;1;Ľubomír;Bolfa;Bc.;62;živnostník;001;87
542890;2;Zuzana;Mokryšová;Ing.;45;starostka obce;001;130
542920;1;Milan;Dubný;;52;realitný maklér;106,136;35
542920;2;Stanislav;Fodora;Ing.;63;vedúci predaja;132;158
542920;3;Ján;Hedera;;38;nezamestnaný;111;48
542920;4;Peter;Jaroš;;40;elektrotechnik, konateľ spoločnosti s.r.o.;001;18
542920;5;Eugen;Kšiňan;;53;živnostník;001;35
542920;6;Ivan;Kšiňan;;49;pracovník logistiky;001;15
542938;1;Marián;Beneš;;39;starosta;001;445
542938;2;Igor;Jonek;;40;živnostník;001;35
542938;3;Milan;Kučerka;;57;robotník;001;22
542938;4;Ivan;Svoboda;;54;SZČO;001;195
542954;1;Martin;Fulka;Mgr.;47;starosta obce;001;200
542962;1;Miloš;Baránik;Mgr.;54;starosta;132,136,106;192
542971;1;Jozef;Benca;Ing.;59;starosta;136;327
543004;1;Veronika;Bezáková;Mgr.;35;administratívna pracovníčka;001;564
543004;2;Dominik;Gajdoš;Mgr. art.;33;SZČO, umelec;111;539
543039;1;Peter;Hudec;;52;starosta obce;136,106;209
543039;2;Branislav;Pecháč;;46;konateľ s. r. o.;125;57
543039;3;Peter;Šupa;;58;vodič MKD;132;61
543047;1;Iveta;Randziaková;Ing.;59;starostka obce;136,106,132,135;612
543055;1;Peter;Belianský;Mgr.;59;živnostník;111;131
543055;2;Lýdia;Petríková;Ing.;58;starostka;136,106,132;186
543055;3;Jozef;Žiak;;49;mestský policajt;141;83
543063;1;Miroslav;Konštiak;Mgr.;48;starosta;001;222
543071;1;Andrej;Čopík;Ing.;45;starosta;111;387
543071;2;Jozef;Ďurko;;57;SZČO;001;203
543071;3;Helena;Paučírová;Mgr.;66;hlavná kontrolórka v samospráve;001;64
543071;4;Gabriela;Švecová;PhDr., dipl.m.t.l., MPH.;45;zdravotnícka laborantka;001;45
543071;5;Martin;Vinkler;Ing.;46;prijímací technik;001;17
543080;1;Milan;Došek;Ing.;62;starosta obce;136;193
543080;2;Jozef;Farkaš;;45;technický pracovník v pohrebníctve;001;80
543101;1;Ján;Bujňák;Ing.;57;samostatný odborný referent, bezpečnostný a požiarny technik;120;146
543101;2;Ľuboš;Meluš;Ing.;40;starosta;001;688
543101;3;Klaudia;Remeňová;Mgr.;40;účtovníčka;136;0
543110;1;Juraj;Oravec;;56;starosta obce;136;112
543136;1;Tatiana;Botková;JUDr.;32;starostka obce;001;137
543144;1;Milan;Michlík;;46;mechanik;001;125
543152;1;Štefan;Horváth;;56;podnikateľ;134;81
543152;2;Marián;Melega;;46;predseda družstva;111;74
543152;3;Ondrej;Mihňák;;56;starosta obce;136;239
543161;1;Anna;Frankovičová;;49;starostka;001;254
543179;1;Peter;Gažo;;33;podnikateľ;144;49
543179;2;Ľubomír;Glevický;;45;živnostník;001;343
543187;1;Matúš;Fedor;PhDr., Mgr.;51;starosta obce;001;666
543187;2;Martin;Pribičko;;41;obchodný manager;001;104
543195;1;František;Pavol;Ing.;32;starosta;106,132,136;279
543209;1;Roman;Bandžuch;Ing.;40;nezamestnaný;136;92
543209;2;Stanislav;Bandžuch;;34;konateľ firmy;135;35
543209;3;Martin;Kollárik;;33;vedúci strediska;106;34
543209;4;Vladimír;Kontroš;;43;profesionálny náhradný rodič;001;0
543225;1;Etela;Dzurillová;Ing.;44;starostka obce;001;227
543233;1;Marek;Balčák;Ing.;33;hasič-záchranár;135;49
543233;2;Ján;Kaľavský;Ing.;60;predseda urbárskej spoločnosti pozemkového spoločenstva;136;41
543233;3;Zuzana;Lenártová;PaedDr.;42;učiteľka;106;103
543233;4;Jozef;Magda;Ing.;40;projektový manažér;001;219
543233;5;Radovan;Zimmermann;;42;grafik;111;319
543233;6;Jela;Zimmermannová;RNDr.;44;riaditeľka základnej školy;001;74
543241;1;Tatiana;Andrašková;MVDr.;58;vedúca mliekarne;111;225
543241;2;Anton;Bašniar;Ing., MBA.;39;starosta obce;106,136,135;196
543241;3;Marek;Gallo;;47;kontrolór kvality;104;2
543250;1;Dalibor;Madeja;;42;supervízor - dispečer;136;73
543250;2;Jitka;Puhallová;;53;starostka obce;001;166
543268;1;Lukáš;Bagin;Ing.;34;projektový manažér;001;390
543268;2;Pavol Benedikt;Bendik;;28;živnostník;123;177
543268;3;Dárius;Dubiňák;Ing.;41;zástupca primátorky mesta;139;1878
543268;4;Slavomír;Ľach;;53;dôchodca;116;153
543268;5;Rudolf;Mihalik;;48;konateľ spoločnosti;001;1
543276;1;Martin;Faltin;Ing.;34;starosta;001;151
543276;2;Jana;Sivecová;Mgr.;43;sociálna pracovníčka;111;89
543284;1;Slavomír;Zahornadský;;51;starosta obce;001;335
543292;1;Vladimír;Adamkovič;RNDr.;57;riaditeľ televízie;001;238
543292;2;Jozef;Cvoliga;PhDr., Mgr.;46;riaditeľ;111,135,128,118;573
543292;3;Ľubomír;Murín;JUDr.;35;právnik, riaditeľ pekárne;001;872
543292;4;Robert;Novotný;Ing.;53;manažér;001;947
543292;5;Miroslav;Vilkovský;Ing., MBA;55;primátor mesta;001;1823
543306;1;Eva;Džačárová;;62;dôchodkyňa;001;24
543306;2;Pavol;Kapusta;;55;SZČO;001;32
543306;3;Marcela;Kapustová;;48;predavačka;001;143
543306;4;Stanislav;Zekucia;;42;Súkromno hospodáriaci roľník, programátor;111;18
543314;1;Anna;Krigovská;Ing.;55;samostatný radca;136;46
543314;2;Michal;Mačák;;28;vodič;125;7
543314;3;Ľuboš;Tatranský;;47;starosta obce;132,106;34
543322;1;Jaroslav;Očvár;Bc.;40;regionálny manažér;001;119
543322;2;Igor;Petrik;Ing.;58;starosta;001;708
543331;1;Peter;Fulla;;55;živnostník;001;798
543331;2;Ambróz;Kaleja;;25;terénny pracovník;123;412
543331;3;Ján;Šofranko;Ing.;56;samostatný odborný referent;136;100
543331;4;Cyril;Tomko;;44;nezamestnaný;128;13
543349;1;Jozef;Brajer;;45;stavbyvedúci;139;45
543349;2;Ivana;Hrebenárová;Mgr.;34;generálna riaditeľka;001;151
543349;3;Juraj;Kaščák;Ing.;56;vedúci oddelenia;001;100
543349;4;Marian;Milčák;Ing.;52;špecialista tratí a stavieb;118;7
543357;1;Frederik;Černický;;30;nezamestnaný;116;3
543357;2;Alfréd;Franko;;63;dôchodca;132;24
543357;3;Iveta;Geletková;Ing.;35;starostka;103;83
543357;4;Rudolf;Ivan;;42;vychovávateľ;106;37
543357;5;Maroš;Turzák;;41;poštový doručovateľ;001;155
543365;1;Ľudovít;Kujnisch;Ing.;59;starosta obce;001;366
543373;1;Marek;Horváth;;32;SZČO;001;1
543373;2;Ondrej;Klekner;;47;starosta;128;569
543373;3;Marek;Kulík;;34;vlakvedúci;124;37
543373;4;Jozef;Mako;Mgr.;47;terénny sociálny pracovník;139;321
543373;5;Jozef;Mozgi;;40;SZČO;132;34
543373;6;Milan;Rusnák;;45;robotník;144;408
543381;1;Anna;Čechová;Ing.;51;ekonómka, hlavná kontrolórka;001;149
543381;2;Jana;Kaľavská;;39;nezamestnaná;106;32
543381;3;Michal;Mačák;;41;konateľ;111;64
543390;1;Lukáš;Pavlik;;34;stavebný robotník;001;68
543390;2;Marta;Vrabľová;;57;starostka;106;37
543403;1;Mária;Goduľová;Ing.;57;starostka;106,132,135,136;306
543403;2;Martin;Jakubčo;;32;podnikateľ;139;153
543411;1;Miroslav;Gardošík;;52;skladník;132;52
543411;2;Ľubomír;Kožár;Mgr.;52;sociálny pracovník;001;111
543411;3;Jaroslav;Salaj;;54;starosta;106;332
543420;1;Michal;Kešeľák;;55;stavebný technik;111;132
543420;2;Jozef;Korchňák;Ing.;45;manažér;135;25
543438;1;Patrícia;Kočíková;;28;vedúca predajne;001;32
543438;2;Peter;Petruško;;54;konateľ spoločnosti;132;24
543438;3;Jozef;Solčani;;51;SZČO;001;60
543446;1;Dominik;Rerko;Ing.;30;samostatný projektant;111;68
543454;1;Mária;Komarová;Mgr.;47;starostka;001;23
543462;1;Jozef;Kaľavský;;49;vodič-strojník, starosta;111;62
543489;1;Ľubomír;Šofranko;;30;SZČO;001;91
543489;2;Peter;Volčko;Ing.;55;starosta;106,136,132;257
543497;1;Radoslav;Blaškovan;Ing.;46;odborný inšpektor;001;256
543497;2;František;Luščák;;49;výsluhový dôchodca;001;111
543497;3;Jozef;Nižník;;70;dôchodca;144;93
543497;4;Jozef;Oravec;;51;steward;109;20
543497;5;Róbert;Weisz;Mgr.;33;policajt;001;473
543501;1;Peter;Biroš;;41;živnostník;001;374
543501;2;Ivan;Dunka;;56;starosta obce;144;167
543501;3;Jozef;Gabčo;;40;živnostník;128;300
543501;4;Pavol;Gabčo;;43;nezamestnaný;123;253
543501;5;Milan;Holub;;36;pracovník poriadkovej služby;136;12
543519;1;Milan;Červeňák;;47;robotník;123;196
543519;2;Juraj;Kandráč;;50;podnikateľ;144;496
543519;3;Rastislav;Neuvirth;Bc.;43;starosta obce;132,136,106;832
543527;1;Stanislav;Cmorej;Mgr.;48;advokátsky koncipient;001;62
543527;2;Lívia;Staňová;Mgr.;35;odborná referentka;001;110
543527;3;Vladislav;Vrábeľ;Mgr.;56;starosta obce;136;0
543535;1;Ján;Brutovský;;53;SZČO;109;43
543535;2;Gabriela;Kopnická;Bc., MBA;53;starostka obce;001;313
543535;3;Mária;Kopnická;Mgr.;52;samostatná radkyňa;001;425
543551;1;Marián;Pohly;;59;starosta obce;001;174
543560;1;Radoslav;Dlugoš;;46;starosta obce;001;234
543560;2;Lenka;Hudáková;Mgr.;31;administratívna pracovníčka;001;130
543560;3;Slávka;Mrázová;Mgr.;49;samostatná referentka školského úradu;110;40
543560;4;Miroslav;Tomáš;;47;SZČO;001;40
543578;1;Jozef;Fecko;PaedDr.;45;administratívny pracovník;118;433
543578;2;Michal;Kapusta;MVDr.;49;primátor mesta;111,132;987
543586;1;Martin;Gonda;PhDr.;41;odborný referent;001;310
543586;2;Zuzana;Nebusová;Mgr.;55;starostka obce;143;428
543586;3;Peter;Strojný;;51;policajt;001;15
543594;1;Vladimír;Baloga;;42;vedúci strediska;001;567
543594;2;Martin;Čurilla;Ing. arch.;51;architekt;001;323
543594;3;Ľubomír;Fifik;;50;primátor;001;460
543594;4;Slavomír;Kandra;;53;technológ;138;22
543594;5;Slavomír;Sokolský;;52;SZČO;136;1
543594;6;Jozef;Šiška;;25;manažér;143;93
543608;1;Ján;Dzurňák;;46;stavbyvedúci;001;89
543608;2;Zuzana;Kučerová;Mgr.;38;starostka;001;583
543608;3;Šimon;Orlovský;;28;študent VŠ;001;30
543616;1;Marek;Filip;Mgr.;48;vychovávateľ;001;407
543616;2;Adriana;Tkáčová;JUDr.;43;starostka obce;001;323
543624;1;Jozef;Gabčo;Ing.;61;vojenský technik;001;200
543624;2;Peter;Gaj;;47;inštruktor autoškoly;111;456
543624;3;Anna;Hricková;Mgr.;57;hlavná účtovníčka;001;97
543624;4;Marta;Kukurová;;59;zdravotná sestra;136;23
543624;5;Anton;Lesičko;;53;SZČO, stavbyvedúci, stavebný dozor;128;26
543624;6;Blažej;Lesňák;;55;SZČO, poisťovací poradca;001;171
543624;7;Slavomír;Slanina;;41;strojár;137;4
543632;1;Ján;Jarábek;;62;dôchodca;106;93
543641;1;Tomáš;Sivák;Mgr.;40;SZČO;001;153
543641;2;Ľubomíra;Suchá;Mgr.;50;sociálna pracovníčka;111;124
543659;1;Lukáš;Ivančo;Ing.;31;lesný inžinier;104;120
543659;2;Vladimír;Končík;;65;starosta obce;111,128,146;277
543659;3;Jarmila;Lapšanská;;61;živnostníčka;135;143
543659;4;Arpád;Plachetka;Mgr.;42;administratívny pracovník;106;372
543667;1;Peter;Lačný;;44;starosta;111;382
543675;1;Mária;Kacejová;Ing.;54;administratívna pracovníčka;001;73
543675;2;Beáta;Ružbacká;PhDr., MPH;51;manažér ľudských zdrojov;111;68
543675;3;Lucia;Tureková;;41;operátor výroby III.;001;58
543683;1;Mikuláš;Fedoronko;Ing.;75;dôchodca;119;6
543683;2;Roman;König;;49;starosta obce;001;65
543691;1;Pavol;Abrahamovský;;52;starosta;106;110
543705;1;Milan;Grega;;62;obchodný zástupca;001;328
543705;2;Imrich;Tomaško;Bc.;31;SZČO;001;122
543713;1;Peter;Dirda;;42;starosta obce;144;186
543713;2;Stanislav;Melikant;Mgr.;51;technik kvality;135;0
543713;3;Ján;Olejník;;51;vysluhový dôchodca;111;0
543713;4;Peter;Pastucha;Ing., PhD.;46;CAM Programátor;136;116
543721;1;Petra;Gmucová;Ing.;42;personálna manažérka;106;141
543721;2;Rastislav;Kolej;;50;špecialista tratí a stavieb;001;76
543730;1;Viera;Bodáková;;53;učiteľka;135;61
543730;2;Viktor;Kalán;;64;starosta obce;106,136,145;148
543730;3;Ján;Levkiv;;43;obsluha páliaceho stroja - palič;111;31
543748;1;Janette;Mackaničová;;48;podnikateľka;001;62
543748;2;Rudolf;Meško;Ing.;39;samostatný radca;106,135,136;133
543748;3;Ján;Michalko;Ing.;58;starosta;001;250
543756;1;Július;Dušek;Ing.;41;sekretár futbalového zväzu;001;155
543756;2;Ján;Kalinič;;66;starosta obce;106;255
543764;1;Dávid;Kovács;Mgr.;26;hlavný kontrolór obce;001;49
543764;2;Juraj;Szatmári;Ing.;61;operátor výroby;145;68
543772;1;Ján;Juhász;;66;starosta obce;145;306
543772;2;Csaba;Kajla;;53;živnostník;001;6
543772;3;Claudia;Repková;;52;domáca;001;6
543772;4;Szilárd;Sopko;;45;dôchodca;001;27
543772;5;Juraj;Šarloši;Ing.;45;konštruktér – strojár;001;149
543772;6;Erik;Trella;;37;manažér;001;166
543781;1;Michal;Bošiak;Ing.;34;softwarový  inžinier;111;37
543799;1;Ján;Fedor;Ing.;43;profesionálny vojak;001;100
543799;2;Július;Horváth;DiS;47;starosta;145;165
543802;1;Mikuláš;Doša;Ing.;52;výsluhový dôchodca;152;67
543802;2;Zoltán;Mento;;51;starosta obce;001;590
543802;3;Miroslav;Sýkora;MA., Dis. art.;34;živnostník;001;45
543811;1;Magdaléna;Kondásová;Ing.;62;starostka;145;61
543829;1;Božena;Filková;;50;starostka obce;119;40
543829;2;Miroslava;Havrilová;Mgr.;42;office manager;106;66
543845;1;Mikuláš;Levkut;Prof., MVDr., DrSc.;71;starosta;106,135,136;209
543853;1;Kolos;Kiss;;46;živnostník;145;534
543853;2;Peter;Petrikán;PaedDr., PhD.;51;primátor;001;1868
543861;1;Vincent;Früštök;;44;vodič;111;88
543861;2;Alena;Kováčová;;64;ekonómka;106;207
543861;3;Matej;Varga;;37;stavebný pracovník;152;24
543870;1;Elemér;Jakab;Mgr.;55;starosta;001;138
543888;1;Ľudovít;Tóth;Ing.;60;starosta;145;188
543896;1;József;Kopasz;;65;starosta obce;145;350
543900;1;Štefan;Brezina;Ing.,Mgr.;39;riaditeľ;135;73
543900;2;Zoltán;Pál;PaedDr.;60;starosta obce;145;266
543918;1;Bartolomej;Kulcsár;Mgr.;53;štátny zamestnanec;001;175
543918;2;Attila;Nagy;;52;starosta obce;145;215
543918;3;Ladislav;Nagy;;33;živnostník;137;8
543926;1;Michal;Takáč;;61;starosta;001;144
543934;1;Marta;Pejová;;68;ekonómka;106;76
543942;1;Štefan;Czinke;;69;starosta obce;001;133
543942;2;Ján;Hunčár;Ing.;37;vedúci v maloobchode;001;67
543942;3;Ladislav;Kondás;;52;výsluhový dôchodca;001;15
543942;4;Gabriel;Kovács;;46;samostatne zárobkovo činná osoba;001;17
543942;5;Tibor;Tóbiáš;;38;stolár;001;3
543942;6;Peter;Vajda;;48;kuchár;001;129
543951;1;Alena;Bajusová;;58;zamestnankyňa štátnej správy;132;179
543951;2;Vlastimil;Kiral-Varga;Mgr.;59;starosta;136,106;438
543951;3;František;Oravec;;30;pracovník riadenia železničnej dopravy;001;110
543969;1;Zsolt;Kulcsár;;39;starosta;145;137
543969;2;Ladislav;Reško;;54;vodič;136;44
543977;1;Mikuláš;Kukó;;49;starosta;145;246
543977;2;Ladislav;Német;;58;vodič;136;59
543985;1;Ján;Ferko;Ing.;59;starosta obce;001;122
543985;2;Ladislav;Stolárik;;39;materská dovolenka;001;25
543985;3;Martin;Timko;;69;dôchodca;111;13
543993;1;Mikuláš;Takács;;66;starosta obce;145;106
544001;1;Kamil;Bodnár;Ing.;50;starosta obce;001;295
544001;2;Jaroslava;Rudiková;DiS.;46;pedagogická asistentka;135;133
544001;3;Ján;Tej;;58;výsluhový dôchodca;108;8
544019;1;Jozef;Artim;;37;vodič záchranár;106;157
544019;2;Rastislav;Majoroš;;47;živnostník;103;193
544019;3;Miroslav;Olšinár;;42;konateľ;136;59
544019;4;Štefan;Šosták;;59;koordinátor;135;168
544019;5;Ján;Vasiľ;Bc.;37;vedúci predaja;103,146,120;4
544027;1;Marta;Adamčová;Mgr.;56;pedagogička, vychovávateľka;001;59
544027;2;Judita;Garanská;;54;samostatne zárobkovo činná osoba;111;81
544027;3;Ján;Oláh;;58;starosta obce;136,135,106;357
544035;1;Marek;Karhut;Ing.;52;príslušník policajného zboru;001;98
544035;2;Daniel;Kenderka;RNDr.;46;učiteľ;001;113
544035;3;Adriána;Maďarová;Ing.;50;ekonómka;001;45
544035;4;Peter;Salaga;Ing.;56;vedúci dopravy;106;51
544035;5;Marián;Šanta;Ing.;28;manažér;001;6
544043;1;Marián;Krištofčík;;58;vedúci prevádzky;111;49
544043;2;Marianna;Naďová;Ing.;31;asistent pre ekonomické oddelenie;136;64
544043;3;Veronika;Rusnáková;;41;referentka marketingu;135;24
544043;4;Viera;Tóthová;Mgr.;59;odborná radkyňa;106;92
544051;1;Martin;Buzáš;Ing.;36;informatik;001;2672
544051;2;Ján;Ragan;Ing.;53;primátor mesta;001;3478
544060;1;Michal;Duda;Ing.;33;projektant;001;55
544060;2;Milan;Hanko;;44;nezamestnaný;001;24
544060;3;Martina;Hliboká;JUDr.;34;starostka obce;001;72
544078;1;Juraj;Gábor;;57;SZČO;134;8
544078;2;Tomáš;Gábor;;34;SZČO;144;182
544078;3;Michal;Ivančo;Bc.;52;výsluhový dôchodca;111,124,139;306
544078;4;Stanislav;Maloš;PaedDr.;46;starosta;106,136,135;548
544086;1;Viera;Pavlišková;Ing.;59;starostka;106,136,135;210
544086;2;Jozef;Uhrín;Ing.;64;výrobný riaditeľ;111;85
544094;1;Jozef;Andrek;Ing.;50;štátny zamestnanec;001;286
544094;2;Ľubomír;Hreha;PhDr.;57;starosta;106,136;589
544094;3;Šimon;Ihnat;;32;projektový manažér;154;104
544094;4;Peter;Lenďák;Ing.;52;mechanický inžinier;001;81
544094;5;Martin;Oľha;;33;montážny pracovník;001;169
544108;1;Viliam;Popaďák;;51;starosta;136,106;152
544116;1;Andrej;Dragula;;70;starosta obce;106;401
544116;2;Ján;Goroľ;DiS. art.;27;herec;144;288
544116;3;Bernardína;Jedináková;Ing.;55;ekonómka;111;128
544116;4;Eva;Maľudyová;;56;účtovníčka;001;217
544116;5;Peter;Vozňák;;49;celulózar;138;80
544124;1;Stanislav;Antuš;;54;vodič;001;227
544124;2;Dušan;Vilenik;PhDr.;55;starosta;106;263
544132;1;Vladislav;Dvorjak;;54;starosta;106;266
544141;1;Ján;Cmár;Ing.;60;starosta;106,136;148
544159;1;Jozef;Vaľko;Ing.;46;starosta;136,106;255
544167;1;Ľubica;Voľanská;;56;starostka;136,106;21
544175;1;Ľubica;Zubková;;43;starostka obce;001;333
544183;1;Miroslav;Guľa;;66;dôchodca;132;27
544183;2;Marta;Jurčová;;65;dôchodkyňa;111;13
544183;3;Miroslav;Mikeľ;Ing.;39;starosta;144;64
544183;4;Peter;Sedlár;;66;dôchodca;136;18
544191;1;Zuzana;Bochová;Ing., Mgr., MBA;38;starostka;136,106,135;32
544205;1;Jana;Lešková;Bc.;46;starostka obce;106,136;29
544213;1;Štefan;Straka;PhDr.;43;primátor;001;716
544221;1;Martin;Ivan;Ing.;38;starosta obce;146;275
544230;1;Jozef;Kmec;;42;nezamestnaný;001;86
544230;2;Milena;Naštová Hladová;;64;starostka;106,136;335
544230;3;Igor;Pižont;Mgr.;48;štátny zamestnanec;001;246
545333;1;Ivan;Jurczazak;Bc.;31;podnikateľ;001;229
545333;2;Štefan;Jurčík;;63;starosta;106;329
545333;3;Ján;Muráň;;40;podnikateľ;135,104;4
545333;4;Ernest;Németh;;50;podnikateľ;111;1141
545333;5;Vladimír;Píš;Ing.;42;referent investičnej výstavby;001;1100
545333;6;Iveta;Ugrová;Bc.;44;odborná referentka;001;37
545350;1;Anna;Baláková;;44;nezamestnaná;001;16
545350;2;Jana;Gálusová;;42;živnostníčka;136;64
545350;3;Martina;Juračová;;45;nezamestnaná;001;67
545350;4;Peter;Vojteššák;Mgr.;45;projektant;001;37
545350;5;Martin;Výboh;;43;vedúci dopravy;104;13
545589;1;Petr;Bosák;;48;stavebný robotník;001;393
545589;2;Pavol;Lehoťák;Ing.;35;manažér;106;949
545635;1;Martin;Cibula;Ing.;57;starosta;001;306
545635;2;Jaroslav;Jazvinský;Ing.;45;projektový manažér;001;136
545651;1;Marián;Čerňanský;Ing.;59;starosta;132;137
545651;2;Peter;Igaz;;33;šofér;001;16
545651;3;Rastislava;Krištofová;;42;SZČO;001;94
545651;4;Miriam;Maršalová;;42;asistentka čerpacej stanice;106,136;127
545686;1;Katarína;Remencová;Mgr.;53;starostka;001;592
545741;1;Martin;Markech;JUDr.;41;starosta obce;001;1021
545961;1;Anton;Ančic;Ing.;42;SZČO;133;11
545961;2;Rastislav;Jesenský;;46;starosta;001;207
546640;1;Ján;Križan;;47;starosta;136,106;212
546640;2;Mária;Raguľová;Mgr.;36;sociálna pracovníčka;111;198
546682;1;Pavol;Guga;;34;SZČO;140;20
546682;2;Anton;Horečný;;59;starosta obce;001;267
546682;3;Roman;Mičega;;54;nezamestnaný;001;277
547522;1;Juraj;Drdák;;48;starosta;001;296
547522;2;Zdenko;Klimík;;59;konateľ spoločnosti;001;199
547557;1;Pavol;Ozimy;;60;starosta;106,111;292
547590;1;Jarmila;Dobroňová;;55;starostka obce;136,106;104
547590;2;Peter;Hoferica;;32;koordinátor prác technického zabezpečenia budov;001;38
547611;1;Ervín;Schmieger;;44;starosta;125,106,136;233
547620;1;Ján ;Masný;;50;starosta;001;83
555487;1;Peter;Holek;;51;chemik operátor;001;166
555495;1;Vladimír;Vittek;;58;starosta;111;184
555509;1;Martina;Dobrovodská;Bc.;46;úverová špecialistka;001;605
555509;2;Viliam;Páleník;RNDr., PhD.;65;samostatný vedecký pracovník;128,124;18
555509;3;Marián;Perger;Ing.;57;starosta obce;001;277
555517;1;Mária;Jankovičová;Ing., MBA;45;starostka;001;100
555517;2;Peter;Markusek;;47;rušňovodič;001;47
555517;3;Katarína;Pagáčová;Ing.;47;stavebná inžinierka;001;40
555541;1;Mária;Csibová;Mgr.;49;starostka obce;145;251
555568;1;Ernest;Almási;;32;administratívny pracovník;001;268
